tax_id,scientific_name,accession,seq_name,seq_len
2866652,Colomys lumumbai,MT610399.1,"Colomys lumumbai voucher FMNH:MAMM:226974 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1582485,Saccostomus umbriventer,MW556251.1,"Saccostomus umbriventer isolate TZ29776 cytochrome b (cytb) gene, partial cds; mitochondrial",970
1026971,Nannospalax hungaricus,OR751028.1,"Nannospalax hungaricus hercegovinensis isolate FK290 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
2941066,Mus sp. indet. Clade123,OL408939.1,"Mus sp. indet. Clade123 voucher KIZ:NMK KE20160428 cytochrome b (cytb) gene, partial cds; mitochondrial",816
3002835,Rattus sp. FMNH 145735,OM502747.1,"Rattus sp. FMNH 145735 isolate SMG5132 cytochrome b (CYTB) gene, partial cds; mitochondrial",1120
670076,Microtus irani,OR475438.1,"UNVERIFIED: Microtus irani isolate 9051 cytochrome b-like (cytb) gene, partial sequence; mitochondrial",974
913577,Neotoma albigula venusta,HQ328510.1,"Neotoma albigula venusta voucher CIB<MEX-LaPaz>:4542 cytochrome b (cytb) gene, partial cds; mitochondrial",828
3096205,Grammomys polionops,OR805108.1,"Grammomys polionops voucher MKCx10H cytochrome b (CytB) gene, partial cds; mitochondrial",408
2828258,Dendromus messorius,MW712034.1,"Dendromus messorius voucher MNHN:ZM-2010-860 cytochrome b (cytb) gene, partial cds; mitochondrial",998
2618422,unclassified Lemniscomys,AB752973.1,"Lemniscomys sp. IN-2012 mitochondrial cytb gene for cytochrome b, partial cds, isolate: 07ZR7#32",1192
1890065,Thallomys sp.,KU724037.2,"Thallomys sp. isolate TM41782 cytochrome b (cytb) gene, partial cds; mitochondrial",1064
3369701,Alexandromys montebelli,LC831716.1,"Alexandromys montebelli HS6423 mitochondrial cytb gene for cytochrome b, partial cds",1140
2639592,unclassified Sigmodontomys,FJ971254.1,"Sigmodontomys sp. JDH-2010a bio-material TEL2033 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2219199,Crateromys australis,MH330618.1,"Crateromys australis voucher UMMZ:161022 cytochrome b (CYTB) gene, complete cds; mitochondrial",1144
1041113,Gerbilliscus phillipsi,MT939788.1,"Gerbilliscus phillipsi isolate ETH6225 cytochrome B (CytB) gene, partial cds; mitochondrial",418
2716775,Baiyankamys,MN273033.1,"Baiyankamys habbema voucher AMNH 110052 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1116352,Lophuromys rahmi,JF460847.1,"Lophuromys rahmi voucher FMNH:149161 cytochrome b (cytb) gene, partial cds; mitochondrial",848
2929753,Craseomys,LC489891.1,"Craseomys smithii mitochondrial cytb gene for cytochrome b, partial cds",431
1890061,Dendromus sp.,KT970610.1,"Dendromus sp. isolate LAV2536 cytochrome b (CYTB) gene, partial cds; mitochondrial",966
3065221,Eliurus sp.,PX733478.1,"Eliurus sp. isolate SMG6866 cytochrome b (CYTB) gene, complete cds; mitochondrial",1143
2776654,Stenocephalemys ruppi,PX503576.1,"Stenocephalemys ruppi isolate ETH2717 cytochrome b (cytb) gene, partial cds; mitochondrial",587
1660245,Oecomys cf. Roberti RGR-2015,KR190453.1,"Oecomys cf. Roberti RGR-2015 isolate FSF68r cytochrome b (cytb) gene, partial cds; mitochondrial",801
2996117,Peromyscus laceianus,KJ810671.1,"Peromyscus pectoralis laceianus voucher TK29522 cytochrome b (CytB) gene, partial cds; mitochondrial",1143
1258731,Abrawayaomys,OQ560636.1,"Abrawayaomys ruschii isolate BOCA666 cytochrome b (cytb) gene, partial cds; mitochondrial",800
754351,Apodemus chejuensis,KT278843.1,"Apodemus chejuensis isolate H34(JJ) cytochrome b (cytb) gene, partial cds; mitochondrial",833
504102,Brachiones przewalskii,OQ507362.1,"Brachiones przewalskii isolate XJ08066 cytochrome b (Cytb) gene, partial cds; mitochondrial",1000
530172,Handleyomys rostratus,KP778465.1,"Handleyomys rostratus voucher ROM:ASK0065 cytochrome b (cytb) gene, partial cds; mitochondrial",801
932751,Apomys aurorae,HM371038.1,"Apomys sp. SJS-2010a voucher FMNH:190932 cytochrome b (cytb) gene, complete cds; mitochondrial",1144
856706,Gerbillus tarabuli,OQ230812.1,"Gerbillus tarabuli voucher Boratynski et al. ZBSC0593 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2950100,Thomasomys burneoi,MN557077.1,"Thomasomys burneoi voucher MECN5666 cytochrome b (Cytb) gene, partial cds; mitochondrial",1059
1582510,Saccostomus cf. campestris TA-2014,KM347819.1,"Saccostomus cf. campestris TA-2014 isolate M5_232 cytochrome b (cytb) gene, partial cds; mitochondrial",447
666515,Praomys minor,PV873847.1,"Praomys minor voucher EBO502 cytochrome b (cytb) gene, partial cds; mitochondrial",850
620829,Melanomys chrysomelas,KY754031.1,"Melanomys chrysomelas cytochrome b (cytb) gene, partial cds; mitochondrial",1129
587435,Thaptomys,KY754165.1,"Thaptomys nigrita cytochrome b (cytb) gene, complete cds; mitochondrial",1140
1093793,Otomys dartmouthi,JF795986.1,"Otomys dartmouthi voucher FMNH144327 cytochrome b (Cytb) gene, partial cds; mitochondrial",1140
2565385,Cricetulus barabensis barabensis,MH580911.1,"Cricetulus barabensis barabensis haplotype Cbb6 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3451655,Oreoryzomys sp. h JCO-2025,PV962885.1,"Oreoryzomys sp. h JCO-2025 voucher QCAZ13280 cytochrome b (cytb) gene, partial cds; mitochondrial",1130
530176,Hylaeamys yunganus,PV391868.1,"Hylaeamys yunganus voucher FPI0000481 cytochrome b (CYTB) gene, partial cds; mitochondrial",804
1749061,Apodemus hyrcanicus,KR003086.1,"Apodemus hyrcanicus haplotype Hap 7 cytochrome b (cytb) gene, partial cds; mitochondrial",1076
504100,Meriones libycus erythrourus,AB381902.1,"Meriones libycus erythrourus mitochondrial cytb gene for cytochrome b, partial cds, specimen_vouher: #125-2001",1103
2772434,Calomys boliviae,PQ680044.1,"Calomys boliviae isolate San Jose-27 cytochrome b (cytb) gene, partial cds; mitochondrial",1098
1003294,Otonyctomys,JQ183060.1,"Otonyctomys hatti voucher FN29581 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2304088,Tanyuromys asphrastus,MG831952.1,"Tanyuromys asphrastus voucher USNM:541201 cytochrome b (cytb) gene, partial cds; mitochondrial",681
583359,Rattus pyctoris,KY587430.1,"Rattus pyctoris isolate NP16117 cytochrome B (CytB) gene, partial cds; mitochondrial",945
863428,Rhipidomys emiliae,PV847679.1,"Rhipidomys emiliae voucher LBCE 12657 cytochrome b (cytb) gene, partial cds; mitochondrial",1137
1093794,Otomys jacksoni,JF795992.1,"Otomys jacksoni voucher DM6261 cytochrome b (Cytb) gene, partial cds; mitochondrial",1138
2950097,Thomasomys praetor,MW788421.1,"Thomasomys praetor voucher MUSM 40211 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1925245,Peromyscus kilpatricki,KX523184.1,"Peromyscus kilpatricki voucher BYU:20730 cytochrome b (cytb) gene, partial cds; mitochondrial",788
530185,Drymoreomys albimaculatus,OQ560641.1,"Drymoreomys albimaculatus isolate BOCA1490 cytochrome b (cytb) gene, partial cds; mitochondrial",800
3112421,Oecomys sp. m TG-2024,PP001554.1,"Oecomys sp. m TG-2024 voucher MUSM:15335 cytochrome b (cytb) gene, partial cds; mitochondrial",777
2590971,Oligoryzomys costaricensis,OR365535.1,"Oligoryzomys costaricensis voucher MSB:Mamm:131232 cytochrome b (cytb) gene, partial cds; mitochondrial",992
1217596,Rhynchomys banahao,JQ898050.1,"Rhynchomys banahao voucher FMNH 178429 cytochrome b (CYTB) gene, partial cds; mitochondrial",1143
548550,Microakodontomys transitorius,PV053300.1,"Microakodontomys transitorius voucher MZUSP 36662 cytochrome b (cytb) gene, partial cds; mitochondrial",765
2819602,Dendromus sp. ANG0043,MW512158.1,"Dendromus sp. ANG0043 cytochrome b (cytb) gene, partial cds; mitochondrial",537
2695250,Thomasomys hudsoni,PQ300756.1,"Thomasomys hudsoni voucher MECN:6065 cytochrome b (cytb) gene, partial cds; mitochondrial",940
2966564,Peromyscus sp. CNMA 43154,MW017641.1,"Peromyscus sp. CNMA 43154 cytochrome b (cytb) gene, partial cds; mitochondrial",811
526885,Praomys mutoni,PV873681.1,"Praomys mutoni voucher EBO271 cytochrome b (cytb) gene, partial cds; mitochondrial",1107
3417912,Alticola sp. y BP-2025,PV558722.1,"Alticola sp. y BP-2025 isolate XZ23512 cytochrome b (cytb) gene, complete cds; mitochondrial",1143
2604417,Meriones grandis,MH580750.1,"Meriones grandis voucher MNHN-MA893 cytochrome b (cytb) gene, partial cds; mitochondrial",737
1582506,Mus cf. kasaicus TA-2014,KJ935812.1,"Mus cf. kasaicus TA-2014 isolate KIK933 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2819598,Rhabdomys sp. MK15,MW512117.1,"Rhabdomys sp. MK15 cytochrome b (cytb) gene, partial cds; mitochondrial",752
863427,Rhipidomys cariri,HM594666.1,"Rhipidomys cariri isolate LPC288 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1132651,Oligoryzomys rupestris,JQ013764.1,"Oligoryzomys rupestris voucher MN50326 cytochrome b (cytb) gene, partial cds; mitochondrial",1108
2496245,Acomys cf. mullah ETH0041,MH044999.1,"Acomys cf. mullah ETH0041 cytochrome b (cytb) gene, partial cds; mitochondrial",891
866548,Rhipidomys ipukensis,HM594633.1,"Rhipidomys ipukensis isolate LPC691 cytochrome b (cytb) gene, partial cds; mitochondrial",801
3371160,Stenocranius gregalis,OR004284.1,"Stenocranius gregalis voucher ISEA:62507 cytochrome b (cytb) gene, partial cds; mitochondrial",979
2774394,Lophuromys pseudosikapusi,MN817321.1,"Lophuromys pseudosikapusi clone ETH0666 cytochrome b (cytb) gene, partial cds; mitochondrial",1053
2928166,Chibchanomys,PP094261.1,"Chibchanomys sp. isolate SEP040 cytochrome b (cytb) gene, partial cds; mitochondrial",1023
2153457,Neacomys sp. MUSM 45717,KY826416.1,"Neacomys sp. MUSM 45717 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2602584,Apodemus nigrus,PV440052.1,"Apodemus nigrus isolate LJS195 cytochrome b (cytb) gene, partial cds; mitochondrial",903
2715936,Stenocephalemys sp. A AB-2020,MN223623.1,"Stenocephalemys sp. A AB-2020 isolate WTS11995 cytochrome b (Cytb) gene, partial cds; mitochondrial",1009
1588035,Peromyscus cf. guatemalensis SGP-2014,KP284384.1,"Peromyscus cf. guatemalensis SGP-2014 voucher USAC4645 cytochrome b (cytb) gene, partial cds; mitochondrial",1113
2904040,Thomasomys shallqukucha,MZ490822.1,"Thomasomys shallqukucha voucher MUSM 47229 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2496246,Acomys cf. kempi LAV3126,MH045026.1,"Acomys cf. kempi LAV3126 cytochrome b (cytb) gene, partial cds; mitochondrial",750
1823747,Geoxus lafkenche,KU904315.1,"Geoxus lafkenche voucher UACH7340 cytochrome b (cytb) gene, partial cds; mitochondrial",793
2082264,Lophuromys machangui,MN617013.1,"Lophuromys machangui isolate TA532 cytochrome b (cytb) gene, partial cds; mitochondrial",1131
1478022,Paucidentomys vermidax,KJ607286.1,"Paucidentomys vermidax voucher FMNH:213102 cytochrome b (Cytb) gene, partial cds; mitochondrial",695
948927,Drymoreomys,OQ560641.1,"Drymoreomys albimaculatus isolate BOCA1490 cytochrome b (cytb) gene, partial cds; mitochondrial",800
1890066,Thamnomys sp.,KU724056.2,"Thamnomys sp. isolate R27569 cytochrome b (cytb) gene, partial cds; mitochondrial",1131
863430,Rhipidomys macrurus,KY754143.1,"Rhipidomys macrurus cytochrome b (cytb) gene, partial cds; mitochondrial",427
1116258,Lophuromys nudicaudus,JF460846.1,"Lophuromys nudicaudus voucher MNHN:R18280 cytochrome b (cytb) gene, partial cds; mitochondrial",848
856707,Dipodillus simoni,MH660910.1,"Dipodillus simoni isolate BMT3 cytochrome b (cytb) gene, partial cds; mitochondrial",1125
2904039,Thomasomys pagaibambensis,MZ490824.1,"Thomasomys pagaibambensis voucher MUSM 39529 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2822522,Neacomys sp. n. JC-2021,MT536173.1,"Neacomys sp. n. JC-2021 voucher UIS-MHN-M 1928 cytochrome b (cytb) gene, partial cds; mitochondrial",812
3391939,Crunomys sp. Mekongga,PQ861155.1,"Crunomys sp. Mekongga isolate MWFB8160 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
907926,Maxomys musschenbroekii,PQ861146.1,"Maxomys musschenbroekii isolate MSB93195 cytochrome b (CYTB) gene, partial cds; mitochondrial",1143
2496224,Acomys sp. B (cahirinus group),MH045005.1,"Acomys sp. B (cahirinus group) isolate LAV1875 cytochrome b (cytb) gene, partial cds; mitochondrial",970
3002825,Murinae sp. FMNH 208788,OM502715.1,"Murinae sp. FMNH 208788 isolate DSB6977 cytochrome b (CYTB) gene, partial cds; mitochondrial",1057
1189086,Meriones tristrami lycaon,JQ687397.1,"UNVERIFIED: Meriones tristrami lycaon voucher 6196 cytochrome b-like (cytb) gene, partial sequence; mitochondrial",792
662589,Graomys chacoensis,OL840974.1,"Graomys chacoensis voucher CML12992 cytochrome b (cytb) gene, partial cds; mitochondrial",777
3092349,Nannospalax turcicus,OR751036.1,"Nannospalax turcicus isolate FK300 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
771787,Neodon fuscus,MK434308.1,"Neodon fuscus voucher ZIN:C.1908 cytochrome b (cytb) gene, partial cds; mitochondrial",737
1962399,Neacomys cf. amoenus 'Northern Peru',KX792049.1,"Neacomys cf. amoenus 'Northern Peru' voucher MVZ 155015 JLP 7627 cytochrome b (cytb) gene, partial cds; mitochondrial",801
511843,Nephelomys keaysi,PV391726.1,"Nephelomys keaysi voucher MUSM53115 cytochrome b (CYTB) gene, partial cds; mitochondrial",804
2866653,Colomys wologizi,MT610459.1,"Colomys wologizi voucher EMNH:ZWW266 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1740719,Rattus rattus complex lineage I,OL865483.1,"Rattus rattus complex lineage I voucher ABTC:118667 cytochrome b (cytb) gene, partial cds; mitochondrial",945
1090586,Mastomys sp. 10ZRD#38,AB672520.1,"Mastomys sp. 10ZRD#38 mitochondrial cytb gene for cytochrome b, partial cds",831
2661594,Thamnomys sp. LIK165,MN597577.1,"Thamnomys sp. LIK165 cytochrome b (cytb) gene, partial cds; mitochondrial",610
3240091,Vernaya foramena,OR282757.1,"Vernaya foramena isolate SAF20233 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2804061,Phyllotis sp. 2 AO-2021,MT776485.1,"Phyllotis sp. 2 AO-2021 isolate AN17 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1392804,Steatomys krebsii,MW556262.1,"Steatomys krebsii isolate RS0977 cytochrome b (cytb) gene, partial cds; mitochondrial",1007
1736624,Calomyscus grandis,MK205410.1,"Calomyscus grandis voucher ZMFUM5059 cytochrome b (cytb) gene, partial cds; mitochondrial",867
1239839,Lemniscomys sp. IN-2012,AB752973.1,"Lemniscomys sp. IN-2012 mitochondrial cytb gene for cytochrome b, partial cds, isolate: 07ZR7#32",1192
1405176,Halmaheramys,MG189670.1,"Halmaheramys wallacei voucher MZB 38226 cytochrome b (cytb) gene, partial cds; mitochondrial",1128
635075,Otomys sloggetti,OP690534.1,"Otomys sloggetti isolate 5 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2819583,Aethomys bocagei,MW537107.1,"Aethomys bocagei isolate ANG0292 cytochrome b (cytb) gene, partial cds; mitochondrial",880
1217600,Soricomys kalinga,OQ630974.1,"Soricomys kalinga voucher LRH8877 cytochrome b (CYTB) gene, partial cds; mitochondrial",1125
1093791,Otomys barbouri,JF795980.1,"Otomys barbouri voucher DM6263 cytochrome b (Cytb) gene, partial cds; mitochondrial",1140
996586,Rhabdomys dilectus,OL408955.1,"Rhabdomys dilectus voucher KIZ:NMK KE20150120 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2496231,Acomys cf. mullah ET183,MH044993.1,"Acomys cf. mullah ET183 cytochrome b (cytb) gene, partial cds; mitochondrial",648
3371031,Daptomys,PV692089.1,"Daptomys nunashae cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2941063,Mus sp. indet. Clade65,OL408935.1,"Mus sp. indet. Clade65 voucher KIZ:NMK KE20160748 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1002710,Reithrodontomys sp. 1 AVB-2011,EF990019.1,"Reithrodontomys sp. ROM116805 cytochrome b (CYTB) gene, partial cds; mitochondrial",1056
2941053,Grammomys sp. indet. Clade95,OL408923.1,"Grammomys sp. indet. Clade95 voucher KIZ:NMK KE20160321 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3691621,Spalax sp. T77756-1,PV012730.1,"Spalax sp. T77756-1 voucher IDB RAS-CWT-27259 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
3035880,unclassified Ochromyscus,OQ605771.1,"Ochromyscus sp. 3 niveiventris voucher USB_UGA0109 cytochrome b (cytB) gene, partial cds; mitochondrial",982
3370254,Microtus dukecampbelli,PV593099.1,"Microtus dukecampbelli voucher FLMNH:Mamm 12005 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3002843,Rattus mindorensis,OM502740.1,"Rattus mindorensis isolate LRH8587 cytochrome b (CYTB) gene, partial cds; mitochondrial",1108
3344810,Neodon sp. ko XW-2024,PQ236414.1,"Neodon sp. ko XW-2024 voucher XZ23134 cytochrome b (CYTB) gene, complete cds; mitochondrial",1143
1478024,Waiomys mamasae,KJ607287.1,"Waiomys mamasae voucher NMV C37027 cytochrome b (Cytb) gene, partial cds; mitochondrial",783
2691600,Gerbilliscus cf. grique MMM-2019,MK879636.1,"Gerbilliscus cf. grique MMM-2019 voucher TK25686 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
2929995,Peromyscus greenbaumi,MW684865.1,"Peromyscus greenbaumi isolate TK45865 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2782730,Sigmodontinae gen. n. sp. m NT-2020,MT700423.1,"Sigmodontinae gen. n. sp. m NT-2020 voucher MEPN12586 cytochrome b (cytb) gene, partial cds; mitochondrial",807
932750,Apomys abrae,HM371062.1,"Apomys abrae voucher FMNH:193876 cytochrome b (cytb) gene, partial cds; mitochondrial",1125
1392539,Delanymys brooksi,KY753969.1,"Delanymys brooksi cytochrome b (cytb) gene, partial cds; mitochondrial",1129
2496251,Acomys cf. kempi KE136,MH045032.1,"Acomys cf. kempi KE136 cytochrome b (cytb) gene, partial cds; mitochondrial",617
2496223,Acomys sp. A (cahirinus group),MH045011.1,"Acomys sp. A (cahirinus group) isolate LAV1900 cytochrome b (cytb) gene, partial cds; mitochondrial",970
1330376,Crunomys celebensis,PQ861110.1,"Crunomys celebensis isolate FMNH219005 cytochrome b (CYTB) gene, partial cds; mitochondrial",1143
3117655,Thomasomys sp. 3 SEP-2024a,PP102198.1,"Thomasomys sp. 3 SEP-2024a isolate SEP067 cytochrome b (cytb) gene, partial cds; mitochondrial",750
3420186,Peromyscus mexicanus saxatilis,PV591359.1,"Peromyscus mexicanus saxatilis voucher USAC6414 cytochrome b (cytb) gene, partial cds; mitochondrial",705
946131,Eligmodontia sp. AES-2011,HQ443312.1,"Eligmodontia sp. AES-2011 voucher LCM3377 cytochrome b (cytb) gene, partial cds; mitochondrial",1134
1925736,Niviventer lotipes,OP683968.1,"Niviventer lotipes voucher SAF190851 cytochrome b (cytb) gene, partial cds; mitochondrial",981
1416742,Aethomys hindei,OR672204.1,"Aethomys hindei isolate UGSJ081 cytochrome b (CytB) gene, partial cds; mitochondrial",832
1437471,Oecomys sp.,PP001614.1,"Oecomys sp. voucher UMMZ:Mammal:160550 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1588034,Peromyscus cf. zarhynchus SGP-2014,KP284345.1,"Peromyscus cf. zarhynchus SGP-2014 voucher USAC4749 cytochrome b (cytb) gene, partial cds; mitochondrial",1113
3356291,Neodon lhozhagensis,PQ382989.1,"Neodon lhozhagensis isolate KIZ042901 cytochrome b (cytb) gene, partial cds; mitochondrial",1069
3407018,unclassified Mus (in: rodents),PV057299.1,"Mus sp. clone PQ.006.MSP cytochrome b (cytb) gene, partial cds; mitochondrial",1054
2912600,Serengetimys pernanus,OK647171.1,"Serengetimys pernanus isolate TZ27869 cytochrome b (cytb) gene, partial cds; mitochondrial",798
2496249,Acomys cf. kempi KE111,MH045030.1,"Acomys cf. kempi KE111 cytochrome b (cytb) gene, partial cds; mitochondrial",512
1925246,Peromyscus sp. 1 NO-2016,KX523185.1,"Peromyscus sp. 1 NO-2016 voucher TK<MEX>:45857 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2828271,Dendromus sp. indet. 2 GV-2021,MW712018.1,"Dendromus sp. indet. 2 GV-2021 voucher MekeleUniv eth1340 cytochrome b (cytb) gene, partial cds; mitochondrial",1066
2782733,Rhagomys sp. n. NT-2020,MT441549.1,"Rhagomys sp. n. NT-2020 voucher MEPN10898 cytochrome b (cytb) gene, partial cds; mitochondrial",1128
1424209,Dendromus melanotis,MK879614.1,"Dendromus melanotis voucher TK154656 cytochrome b (CYTB) gene, partial cds; mitochondrial",598
1427143,Hylomyscus sp. 1 TCD-2013,KF810240.1,"Hylomyscus sp. 1 TCD-2013 voucher FMNH217601 cytochrome b (cytb) gene, partial cds; mitochondrial",1121
2941050,Dendromus sp. indet. Clade30,OL408919.1,"Dendromus sp. indet. Clade30 voucher KIZ:NMK KE20160348 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1217599,unclassified Murinae,OM502715.1,"Murinae sp. FMNH 208788 isolate DSB6977 cytochrome b (CYTB) gene, partial cds; mitochondrial",1057
1603850,Micromys erythrotis,PV804254.1,"Micromys erythrotis isolate CSD2959 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2959317,Cricetomys sp. T1761,OK183733.1,"Cricetomys sp. T1761 cytochrome b (cytb) gene, partial cds; mitochondrial",402
3370441,Ochromyscus niveiventris,PX503574.1,"Ochromyscus niveiventris isolate ETH2913 cytochrome b (cytb) gene, partial cds; mitochondrial",606
2664933,Alticola lemminus lemminus,MK341114.1,"Alticola lemminus lemminus voucher 564 cytochrome b (cytb) gene, partial cds; mitochondrial",1123
1725221,Thomasomys silvestris,PQ300782.1,"Thomasomys silvestris voucher MECN:4943 cytochrome b (cytb) gene, partial cds; mitochondrial",703
1421425,Gerbillus nancillus,LN606684.1,"Gerbillus nancillus mitochondrial cytb gene for cytochrome b, isolate 2002428",1140
2859851,Baiomys brunneus,MZ056880.1,"Baiomys brunneus voucher MZFC 11214 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1093795,Otomys orestes,OP690529.1,"Otomys orestes zinki voucher FMNH 174177 cytochrome b (cytb) gene, partial cds; mitochondrial",1123
530179,Sooretamys,OQ560626.1,"Sooretamys angouya isolate BOCA841 cytochrome b (cytb) gene, partial cds; mitochondrial",719
2695251,Thomasomys salazari,PQ300786.1,"Thomasomys salazari voucher MECN:5674 cytochrome b (cytb) gene, partial cds; mitochondrial",686
2496218,Acomys sp. ignitus group-Babile,MH045025.1,"Acomys sp. ignitus group-Babile isolate LAV1696 cytochrome b (cytb) gene, partial cds; mitochondrial",1026
2172889,Tachyoryctes splendens complex sp. 3 JK-2018,MH189074.1,"Tachyoryctes splendens complex sp. 3 JK-2018 isolate To22 cytochrome b (cytb) gene, partial cds; mitochondrial",882
2302993,Castoria angustidens,OQ560633.1,"Castoria angustidens isolate BOCA221 cytochrome b (cytb) gene, partial cds; mitochondrial",656
2912621,Mastomys natalensis complex sp. natAIII,OK646752.1,"Mastomys natalensis complex sp. natAIII isolate KE823 cytochrome b (cytb) gene, partial cds; mitochondrial",1134
530183,Transandinomys bolivaris,EU579513.1,"Transandinomys bolivaris voucher TK135687 cytochrome b (Cytb) gene, partial cds; mitochondrial",1143
1330380,Maxomys hylomyoides,PQ861132.1,"Maxomys hylomyoides isolate FMNH213419 cytochrome b (CYTB) gene, partial cds; mitochondrial",1143
1305944,Tonkinomys,OR058875.1,"Tonkinomys daovantieni voucher NB-111 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2636980,unclassified Arvicanthis,OR589397.1,"Arvicanthis sp. 'ANI6' isolate 3150_chimit cytochrome b (cytb) gene, partial cds; mitochondrial",583
1003209,Maxomys moi,PQ861139.1,"Maxomys moi isolate ROM111367 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
1090585,unclassified Gerbillinae,AB753010.1,"Gerbillinae sp. IN-2012 mitochondrial cytb gene for cytochrome b, partial cds, isolate: 10ZRD#33",1197
2956428,Oxymycterus juliacae,MW713045.1,"Oxymycterus juliacae voucher MUSM 35091 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2135276,Gerbilliscus boehmi,MW537430.1,"Gerbilliscus boehmi isolate TZ32814 cytochrome b (cytb) gene, partial cds; mitochondrial",1125
1261110,Hylomyscus sp. 4 VN-2012,JX893949.1,"Hylomyscus sp. 4 VN-2012 voucher DJ412 cytochrome b (Cytb) gene, partial cds; mitochondrial",795
1962397,Neacomys sp. 'clade 7',KX792080.1,"Neacomys sp. 'clade 7' voucher USNM MDC 593 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2912622,Mastomys natalensis complex sp. natBIV,OK647201.1,"Mastomys natalensis complex sp. natBIV isolate TZ27971 cytochrome b (cytb) gene, partial cds; mitochondrial",744
1868304,Oecomys sydandersoni,KT737235.1,"Oecomys sydandersoni isolate LHE 1407 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2664934,Alticola lemminus vicina,MK341116.1,"Alticola lemminus vicina voucher 4669 cytochrome b (cytb) gene, partial cds; mitochondrial",1125
2941033,Acomys sp. indet. Clade41,OL408899.1,"Acomys sp. indet. Clade41 voucher KIZ:NMK KE20160761 cytochrome b (cytb) gene, partial cds; mitochondrial",1132
1167882,Nyctomys sumichrasti decolorus,JN851816.1,"Nyctomys sumichrasti decolorus voucher TK 169284 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1258722,Chinchillula sahamae,JQ434422.1,"Chinchillula sahamae cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2819594,Dendromus sp. a JK-2021,MW512161.1,"Dendromus sp. a JK-2021 isolate ANG0262 cytochrome b (cytb) gene, partial cds; mitochondrial",770
2060319,Kadarsanomys,MG189671.1,"Kadarsanomys sodyi voucher MZB 33651 cytochrome b (cytb) gene, partial cds; mitochondrial",1038
2496241,Acomys cf. cineraceus KE738,MH044974.1,"Acomys cf. cineraceus KE738 cytochrome b (cytb) gene, partial cds; mitochondrial",422
2646496,unclassified Ototylomys,KJ751498.2,"Ototylomys sp. TAGG-2014 isolate S21aDNA6 cytochrome b (cytb) gene, partial sequence; mitochondrial",666
2496248,Acomys cf. kempi LAV2938,MH045029.1,"Acomys cf. kempi LAV2938 cytochrome b (cytb) gene, partial cds; mitochondrial",1018
3144147,Thomasomys sp. 8 DR-2024,OP978495.1,"Thomasomys sp. 8 DR-2024 voucher MUSM 34885 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2959318,Cricetomys sp. T1682,OK183734.1,"Cricetomys sp. T1682 cytochrome b (cytb) gene, partial cds; mitochondrial",402
2783997,Taeromys sp. n. HH-2020,MW058861.1,"Taeromys sp. n. HH-2020 voucher NMVC37614 cytochrome b (cytb) gene, partial cds; mitochondrial",794
2771497,Neacomys sp. 1 MN-2020,MT462051.1,"Neacomys sp. 1 MN-2020 voucher MPEG45483 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1267393,Eolagurus przewalskii,MK750944.1,"Eolagurus przewalskii voucher ZMMU:S-192279 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
